1919,2,33,nan,nan,27
1919,2,50,nan,nan,27
1919,2,84,nan,nan,27
1919,2,30,nan,nan,27
1919,2,65,nan,nan,27
1919,2,60,nan,nan,27
1919,2,62,nan,nan,27
1919,2,74,nan,nan,27
1919,2,55,nan,nan,27
1919,5,76,nan,nan,27
1919,5,2,nan,nan,27
1919,5,27,nan,nan,27
1919,5,94,nan,nan,27
1919,5,41,nan,nan,27
1919,7,86,nan,nan,27
1919,7,50,nan,nan,27
1919,7,86,nan,nan,27
1919,7,11,3,0.25,27
1919,7,52,nan,nan,27
1919,9,14,nan,nan,27
1919,11,17,nan,nan,27
1919,11,13,nan,nan,27
1919,11,98,nan,nan,27
1919,21,47,nan,nan,27
1919,21,85,nan,nan,27
1919,21,49,nan,nan,27
1919,21,52,nan,nan,27
1919,22,95,nan,nan,27
1919,22,95,nan,nan,27
1919,22,59,nan,nan,27
1919,23,37,nan,nan,27
1919,23,62,nan,nan,27
1919,23,53,nan,nan,27
1919,23,99,nan,nan,27
1919,26,66,nan,nan,27
1919,26,75,nan,nan,27
1919,26,37,nan,nan,27
1919,26,62,nan,nan,27
1919,26,71,nan,nan,27
1919,41,42,nan,nan,27
1919,41,79,nan,nan,27
1919,41,57,nan,nan,27
1919,41,11,nan,nan,27
1919,41,49,nan,nan,27
1919,49,73,nan,nan,27
1919,49,8,nan,nan,27
1919,53,5,nan,nan,27
1919,62,32,nan,nan,27
1919,62,32,nan,nan,27
1919,69,16,nan,nan,27
1919,69,89,nan,nan,27
1919,69,53,nan,nan,27
1919,69,51,nan,nan,27
1919,76,34,nan,nan,27
1919,76,44,nan,nan,27
1919,76,71,nan,nan,27
1919,76,66,nan,nan,27
1919,76,6,nan,nan,27
1919,76,93,nan,nan,27
1919,76,1,nan,nan,27
1919,76,99,nan,nan,27
1919,78,81,nan,nan,27
1919,78,99,nan,nan,27
1919,78,47,nan,nan,27
1919,79,66,nan,nan,27
1919,79,71,nan,nan,27
1919,79,17,nan,nan,27
1919,79,66,nan,nan,27
1919,79,17,nan,nan,27
1919,79,29,nan,nan,27
1919,81,31,nan,nan,27
1919,81,23,nan,nan,27
1919,81,43,2,0.1,27
1919,81,68,nan,nan,27
1919,81,68,nan,nan,27
1919,83,7,nan,nan,27
1919,83,54,nan,nan,27
1919,83,19,nan,nan,27
1919,83,29,1,0.25,27
1919,84,15,nan,nan,27
1919,84,0,nan,nan,27
1919,84,11,nan,nan,27
1919,84,12,nan,nan,27
1919,87,43,nan,nan,27
1919,87,16,nan,nan,27
1919,87,7,nan,nan,27
1919,87,48,nan,nan,27
