5849,28,95,nan,nan,22
5849,28,77,4,0.31,22
5849,28,5,nan,nan,22
5849,28,29,nan,nan,22
5849,28,24,nan,nan,22
5849,35,57,nan,nan,22
5849,35,36,nan,nan,22
5849,35,33,nan,nan,22
5849,35,71,nan,nan,22
5849,35,81,nan,nan,22
5849,50,90,2,0.1,22
5849,50,9,3,0.25,22
5849,50,44,2,0.1,22
5849,50,36,nan,nan,22
5849,50,8,nan,nan,22
5849,52,71,nan,nan,22
5849,52,35,nan,nan,22
5849,52,70,nan,nan,22
5849,53,66,nan,nan,22
5849,53,51,nan,nan,22
5849,53,61,nan,nan,22
5849,53,65,nan,nan,22
5849,64,14,nan,nan,22
5849,64,33,nan,nan,22
5849,64,80,nan,nan,22
5849,64,33,nan,nan,22
5849,64,35,nan,nan,22
5849,64,64,nan,nan,22
5849,74,62,nan,nan,22
5849,74,75,nan,nan,22
5849,74,66,nan,nan,22
5849,74,81,3,0.25,22
5849,74,55,nan,nan,22
5849,74,0,2,0.1,22
5849,74,34,nan,nan,22
5849,75,71,nan,nan,22
5849,75,1,nan,nan,22
5849,75,94,nan,nan,22
5849,75,58,nan,nan,22
5849,75,64,nan,nan,22
5849,81,12,1,0.25,22
5849,81,75,nan,nan,22
5849,81,58,nan,nan,22
5849,81,85,nan,nan,22
5849,81,37,nan,nan,22
5849,103,86,nan,nan,22
5849,103,49,nan,nan,22
5849,103,85,nan,nan,22
5849,103,71,nan,nan,22
5849,103,95,nan,nan,22
5849,103,75,nan,nan,22
5849,107,78,2,0.1,22
5849,108,53,nan,nan,22
5849,108,83,nan,nan,22
5849,108,9,nan,nan,22
5849,108,55,nan,nan,22
5849,108,2,nan,nan,22
5849,108,73,nan,nan,22
5849,108,86,nan,nan,22
5849,110,86,nan,nan,22
5849,110,83,nan,nan,22
5849,110,73,nan,nan,22
5849,110,58,nan,nan,22
5849,110,2,nan,nan,22
5849,110,76,nan,nan,22
5849,111,80,nan,nan,22
5849,111,74,nan,nan,22
5849,111,74,nan,nan,22
5849,111,7,nan,nan,22
5849,111,65,nan,nan,22
5849,134,2,nan,nan,22
5849,134,37,nan,nan,22
5849,134,66,nan,nan,22
5849,134,99,nan,nan,22
5849,143,25,nan,nan,22
5849,143,96,nan,nan,22
5849,144,39,nan,nan,22
5849,144,66,nan,nan,22
5849,144,90,nan,nan,22
5849,144,80,nan,nan,22
5849,144,39,nan,nan,22
5849,144,94,nan,nan,22
5849,144,40,nan,nan,22
5849,144,90,nan,nan,22
5849,144,39,nan,nan,22
5849,144,69,nan,nan,22
5849,144,34,nan,nan,22
5849,144,22,nan,nan,22
5849,144,22,nan,nan,22
5849,144,66,nan,nan,22
5849,146,78,nan,nan,22
5849,146,99,nan,nan,22
5849,146,34,nan,nan,22
5849,146,61,nan,nan,22
5849,146,0,nan,nan,22
5849,146,38,nan,nan,22
5849,146,87,nan,nan,22
5849,148,0,0,0.5,22
5849,57,2,0,0.5,22
5849,48,6,0,0.5,22
5849,96,7,3,0.25,22
5849,137,32,3,0.25,22
5849,69,44,0,0.5,22
5849,69,44,0,0.5,22
5849,138,50,1,0.25,22
5849,49,55,4,0.41,22
5849,49,60,nan,nan,22
5849,17,57,0,0.5,22
5849,136,58,0,0.5,22
5849,64,66,0,0.5,22
5849,130,66,1,0.25,22
5849,130,71,3,0.25,22
5849,130,96,2,0.1,22
5849,86,68,0,0.5,22
5849,142,68,3,0.25,22
5849,73,71,0,0.5,22
5849,51,77,nan,nan,22
5849,128,79,2,0.1,22
5849,33,84,1,0.25,22
5849,18,85,1,0.25,22
5849,90,88,2,0.1,22
5849,120,94,3,0.33,22
5849,61,95,3,0.5,22
5849,61,95,3,0.5,22
5850,0,19,nan,nan,11
5850,0,65,nan,nan,11
5850,0,33,nan,nan,11
5850,0,45,nan,nan,11
5850,0,64,nan,nan,11
5850,0,90,nan,nan,11
5850,0,33,nan,nan,11
5850,0,8,nan,nan,11
5850,0,65,nan,nan,11
5850,0,35,nan,nan,11
5850,0,37,nan,nan,11
5850,0,36,nan,nan,11
5850,0,52,nan,nan,11
5850,0,37,nan,nan,11
5850,1,61,nan,nan,11
5850,1,19,nan,nan,11
5850,1,11,nan,nan,11
5850,1,84,nan,nan,11
5850,1,81,nan,nan,11
5850,1,6,nan,nan,11
5850,1,16,nan,nan,11
5850,1,95,nan,nan,11
5850,1,56,nan,nan,11
5850,1,77,nan,nan,11
5850,2,91,nan,nan,11
5850,2,65,nan,nan,11
5850,2,50,nan,nan,11
5850,2,1,nan,nan,11
5850,2,55,nan,nan,11
5850,2,15,nan,nan,11
5850,2,94,nan,nan,11
5850,2,6,nan,nan,11
5850,2,49,nan,nan,11
5850,4,65,nan,nan,11
5850,4,72,0,0.5,11
5850,4,95,0,0.5,11
5850,4,42,1,0.25,11
5850,4,83,nan,nan,11
5850,4,71,nan,nan,11
5850,4,42,1,0.25,11
5850,4,55,nan,nan,11
5850,4,44,nan,nan,11
5850,4,38,nan,nan,11
5850,6,50,nan,nan,11
5850,6,2,nan,nan,11
5850,6,76,nan,nan,11
5850,6,81,nan,nan,11
5850,6,90,nan,nan,11
5850,6,0,nan,nan,11
5850,6,99,nan,nan,11
5850,6,9,nan,nan,11
5850,6,34,nan,nan,11
5850,6,63,nan,nan,11
5850,6,23,nan,nan,11
5850,6,2,nan,nan,11
5850,7,12,nan,nan,11
5850,7,65,nan,nan,11
5850,7,18,nan,nan,11
5850,7,42,nan,nan,11
5850,7,18,nan,nan,11
5850,7,91,nan,nan,11
5850,7,18,nan,nan,11
5850,7,15,0,0.5,11
5850,7,54,nan,nan,11
5850,7,81,nan,nan,11
5850,7,3,nan,nan,11
5850,7,18,nan,nan,11
5850,7,19,1,0.25,11
5850,7,31,3,0.25,11
5850,7,24,nan,nan,11
5850,11,41,nan,nan,11
5850,11,84,nan,nan,11
5850,11,51,nan,nan,11
5850,11,9,nan,nan,11
5850,11,18,nan,nan,11
5850,11,51,nan,nan,11
5850,11,74,nan,nan,11
5850,11,6,nan,nan,11
5850,11,27,nan,nan,11
5850,11,71,nan,nan,11
5850,11,7,nan,nan,11
5850,11,80,nan,nan,11
5850,11,44,nan,nan,11
5850,17,14,nan,nan,11
5850,17,42,nan,nan,11
5850,17,87,2,0.1,11
5850,17,14,nan,nan,11
5850,17,69,nan,nan,11
5850,17,40,nan,nan,11
5850,17,90,3,0.25,11
5850,17,90,3,0.25,11
5850,17,11,nan,nan,11
5850,19,5,nan,nan,11
5850,19,71,nan,nan,11
5850,19,15,nan,nan,11
5850,19,90,nan,nan,11
5850,19,66,nan,nan,11
5850,19,47,nan,nan,11
5850,19,7,nan,nan,11
5850,19,24,nan,nan,11
5850,19,16,nan,nan,11
5850,19,71,nan,nan,11
5850,19,31,nan,nan,11
5850,22,58,nan,nan,11
5850,22,1,nan,nan,11
5850,22,97,nan,nan,11
5850,22,82,nan,nan,11
5850,22,66,nan,nan,11
5850,22,68,nan,nan,11
5850,22,95,nan,nan,11
5850,22,90,nan,nan,11
5850,22,1,nan,nan,11
5850,22,75,0,0.5,11
5850,22,8,2,0.1,11
5850,22,74,2,0.1,11
5850,23,97,nan,nan,11
5850,23,53,2,0.1,11
5850,23,13,4,0.08,11
5850,23,37,2,0.1,11
5850,23,71,nan,nan,11
5850,23,71,nan,nan,11
5850,23,99,nan,nan,11
5850,23,46,3,0.33,11
5850,23,34,nan,nan,11
5850,23,15,0,0.5,11
5850,23,94,nan,nan,11
5850,25,52,nan,nan,11
5850,25,93,nan,nan,11
5850,25,66,nan,nan,11
5850,25,37,nan,nan,11
5850,25,81,nan,nan,11
5850,25,71,nan,nan,11
5850,25,37,nan,nan,11
